date,Country,mean
2020-04-09,Peru,1.4163918336443484
2020-04-10,Peru,1.3169177783908066
2020-04-11,Peru,1.2437285735194528
2020-04-12,Peru,1.1915338010279017
2020-04-13,Peru,1.1557871970699023
2020-04-14,Peru,1.1326038490512984
2020-04-15,Peru,1.118679172444612
2020-04-16,Peru,1.1112232851116324
2020-04-17,Peru,1.1079132410104726
2020-04-18,Peru,1.1068593550824988
2020-04-19,Peru,1.106579056172517
2020-04-20,Peru,1.1059713147751586
2020-04-21,Peru,1.1042859858332355
2020-04-22,Peru,1.1010847126504046
2020-04-23,Peru,1.0961927126583677
2020-04-24,Peru,1.0896433183353633
2020-04-25,Peru,1.081619257623785
2020-04-26,Peru,1.0723960379695083
2020-04-27,Peru,1.0622930836895979
2020-04-28,Peru,1.0516371666865518
2020-04-29,Peru,1.0407402407471769
2020-04-30,Peru,1.0298906838833544
2020-05-01,Peru,1.0193541995686568
2020-05-02,Peru,1.0093791487795958
2020-05-03,Peru,1.0002012522358392
2020-05-04,Peru,0.9920441273017426
2020-05-05,Peru,0.9851142885463442
2020-05-06,Peru,0.9795912729900682
2020-05-07,Peru,0.9756149300018009
2020-05-08,Peru,0.9732724783700071
2020-05-09,Peru,0.9725877792646955
2020-05-10,Peru,0.973514602286074
2020-05-11,Peru,0.9759346881644689
2020-05-12,Peru,0.9796603917318933
2020-05-13,Peru,0.9844409223170718
2020-05-14,Peru,0.9899709160947339
2020-05-15,Peru,0.9959002848243778
2020-05-16,Peru,1.001844759786813
2020-05-17,Peru,1.0073970001792374
2020-05-18,Peru,1.0121384284394868
2020-05-19,Peru,1.0156521647346166
2020-05-20,Peru,1.017537686284049
2020-05-21,Peru,1.0174281059998829
2020-05-22,Peru,1.0150109943413224
2020-05-23,Peru,1.010053117360069
2020-05-24,Peru,1.0024281776882467
2020-05-25,Peru,0.9921448826440855
2020-05-26,Peru,0.9793710879373464
2020-05-27,Peru,0.9644491222161038
2020-05-28,Peru,0.9478980750004518
2020-05-29,Peru,0.9304006686402868
2020-05-30,Peru,0.9127748270302748
2020-05-31,Peru,0.8959326467274279
2020-06-01,Peru,0.8808316244388107
2020-06-02,Peru,0.8684240619444374
2020-06-03,Peru,0.8596099690366616
2020-06-04,Peru,0.8551964360283719
2020-06-05,Peru,0.8558630962875274
2020-06-06,Peru,0.8621302895867772
2020-06-07,Peru,0.8743251699041427
2020-06-08,Peru,0.892541994488918
2020-06-09,Peru,0.9165961574350838
2020-06-10,Peru,0.9459765042224728
2020-06-11,Peru,0.9798058488398952
2020-06-12,Peru,1.0168237569172558
2020-06-13,Peru,1.055406782764275
2020-06-14,Peru,1.093638117286514
2020-06-15,Peru,1.1294307717676801
2020-06-16,Peru,1.1606972562029785
2020-06-17,Peru,1.1855468533941187
2020-06-18,Peru,1.202482329542918
2020-06-19,Peru,1.2105641750490252
2020-06-20,Peru,1.209513867408125
2020-06-21,Peru,1.1997379307370604
2020-06-22,Peru,1.1822694130766251
2020-06-23,Peru,1.158638950199576
2020-06-24,Peru,1.1306996897646753
2020-06-25,Peru,1.1004360884831297
2020-06-26,Peru,1.0697851861671133
2020-06-27,Peru,1.0404917210465343
2020-06-28,Peru,1.0140080769521054
2020-06-29,Peru,0.9914396982617555
2020-06-30,Peru,0.9735289583890722
2020-07-01,Peru,0.9606669374470175
2020-07-02,Peru,0.9529229415565027
2020-07-03,Peru,0.9500843791153158
2020-07-04,Peru,0.9517028609620883
2020-07-05,Peru,0.9571446052146209
2020-07-06,Peru,0.9656438252015329
2020-07-07,Peru,0.9763571262538592
2020-07-08,Peru,0.9884159484414636
2020-07-09,Peru,1.0009736318306812
2020-07-10,Peru,1.013244101501231
2020-07-11,Peru,1.0245302649090509
2020-07-12,Peru,1.0342415361569604
2020-07-13,Peru,1.0419011083102228
2020-07-14,Peru,1.0471445519120752
2020-07-15,Peru,1.0497119993626804
2020-07-16,Peru,1.0494365824839866
2020-07-17,Peru,1.0462319620547798
2020-07-18,Peru,1.0400817637794921
2020-07-19,Peru,1.0310334290348366
2020-07-20,Peru,1.019198140737917
2020-07-21,Peru,1.0047568699893203
2020-07-22,Peru,0.987970362917256
2020-07-23,Peru,0.9691887236144472
2020-07-24,Peru,0.9488550837237054
2020-07-25,Peru,0.9274983855426507
2020-07-26,Peru,0.9057126215486466
2020-07-27,Peru,0.8841233355797691
2020-07-28,Peru,0.8633456680490225
2020-07-29,Peru,0.8439405019424918
2020-07-30,Peru,0.8263755295938855
2020-07-31,Peru,0.8109963146163339
2020-08-01,Peru,0.7980095487576382
2020-08-02,Peru,0.7874780476023799
2020-08-03,Peru,0.7793256792468303
2020-08-04,Peru,0.7733506029356105
2020-08-05,Peru,0.769246217951377
2020-08-06,Peru,0.7666299763666846
2020-08-07,Peru,0.7650798455481418
2020-08-08,Peru,0.7641765610045744
2020-08-09,Peru,0.7635474660022064
2020-08-10,Peru,0.7629057330421645
2020-08-11,Peru,0.7620781514154465
2020-08-12,Peru,0.7610160028377159
2020-08-13,Peru,0.7597865988487077
2020-08-14,Peru,0.7585468800957659
2020-08-15,Peru,0.7575038761152264
2020-08-16,Peru,0.7568688549725479
2020-08-17,Peru,0.7568123338038916
2020-08-18,Peru,0.7574261396008607
2020-08-19,Peru,0.7586971961970975
2020-08-20,Peru,0.7604963488842216
2020-08-21,Peru,0.7625843967148315
2020-08-22,Peru,0.764636071016677
2020-08-23,Peru,0.766280490506941
2020-08-24,Peru,0.7671537995338694
2020-08-25,Peru,0.7669570293902679
2020-08-26,Peru,0.7655105229584033
