date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,Country
2020-11-22,growth_rate,NA,estimate,0.08066465716971871,0.08047227183603808,0.025709683601406994,0.040140016214821196,0.0628371068288549,0.07395015646629285,0.08720665815568046,0.09830476055740367,0.12233987867896325,South Africa
2020-11-23,growth_rate,NA,estimate,0.08092460610491248,0.0808096987368384,0.025630733886563815,0.040109485790010835,0.06286675235445971,0.07446138389748339,0.08753666695793783,0.0982929216365116,0.12202826487487739,South Africa
2020-11-24,growth_rate,NA,estimate,0.08059516408058531,0.08070786647763484,0.025516857914911237,0.04011467499001444,0.06298625165654048,0.07409407820748726,0.0872552163634534,0.09767846497474286,0.12213448761878234,South Africa
2020-11-25,growth_rate,NA,estimate,0.07968012772441657,0.08019864947801643,0.025362909263966456,0.04012663922882748,0.0628829514705247,0.07331320496127541,0.0864935561079605,0.09698645994787713,0.12179770144206778,South Africa
2020-11-26,growth_rate,NA,estimate,0.07916486783841936,0.07931934250545797,0.025173234604801913,0.03843489769496342,0.06258750386379175,0.07248055298697498,0.08548260000182423,0.09573971309574181,0.12141407095597315,South Africa
2020-11-27,growth_rate,NA,estimate,0.07782347198023976,0.07810997109654502,0.024961013694804392,0.03766962798560862,0.06140728260513839,0.07159019263105684,0.08387797909042866,0.09436116926115456,0.11980391709219669,South Africa
2020-11-28,growth_rate,NA,estimate,0.07601972649237165,0.07661080197490988,0.02474507384962374,0.03659072360089324,0.0602434645408545,0.07026244159212905,0.08283049412618038,0.09332973117780363,0.11710836074912971,South Africa
2020-11-29,growth_rate,NA,estimate,0.07442592770682932,0.0748602658270689,0.024547593826207675,0.03428882486798912,0.05858418376677821,0.06887167536284676,0.08097931175707451,0.09156777907513058,0.11489995025323556,South Africa
2020-11-30,growth_rate,NA,estimate,0.07311483703065003,0.07289350711410038,0.024394930897168658,0.03272070337121793,0.05675994302889298,0.06712309373893337,0.0795130091504758,0.08998010920556654,0.1117229440913983,South Africa
2020-12-01,growth_rate,NA,estimate,0.07099792807067384,0.07074172472260455,0.024320879192065634,0.030004006889658274,0.054708156151241916,0.06499440878315124,0.07721375447545586,0.08755043442130628,0.10904103808270622,South Africa
2020-12-02,growth_rate,NA,estimate,0.06890051658541507,0.06843235232334474,0.024369224042458688,0.02788733870875286,0.052030226840140914,0.06285583147293057,0.07486640433971221,0.08482273659274764,0.10783981001195075,South Africa
2020-12-03,growth_rate,NA,estimate,0.0665161901089637,0.06598997509649286,0.024592561833484697,0.026422741654155188,0.04974034472431743,0.060012399732022284,0.0724513649075563,0.08261323929941233,0.10544420007707371,South Africa
2020-12-04,growth_rate,NA,estimate,0.06394232796673771,0.06343773858068076,0.025047116399057386,0.022941548269280916,0.04611260821965324,0.05771930782889836,0.07048439085174127,0.07988821779363131,0.10473647073918219,South Africa
2020-12-05,growth_rate,NA,estimate,0.06154203172344008,0.060798919003228986,0.025786436960174672,0.018221714139059302,0.04303222393219586,0.05465152187704643,0.06804372994226018,0.07833415573293134,0.10323202111916792,South Africa
2020-12-06,growth_rate,NA,estimate,0.05922053777621139,0.05809831166328095,0.026857415411230056,0.013771980877772315,0.03975273653623512,0.05211922426689224,0.06552261844538414,0.0762737119999326,0.10259771465464249,South Africa
2020-12-07,growth_rate,NA,estimate,0.056569633026931854,0.0553631474052498,0.02829924115910507,0.007860773844079327,0.03655743392363564,0.04940194289901516,0.06340245565460716,0.07435434618188497,0.10121466600129522,South Africa
2020-12-08,growth_rate,NA,estimate,0.05374492893871352,0.05262334295613082,0.03014258256733897,0.001813374421183232,0.0330911339137232,0.046014928107180705,0.06154495823708714,0.07340343595063747,0.10105085325446315,South Africa
2020-12-09,growth_rate,NA,estimate,0.05138361629811339,0.04991100356325294,0.03240619922776752,-0.005426214923960652,0.028638643073382264,0.04282595553065516,0.05938422842648414,0.07191818328728972,0.10137393520653111,South Africa
2020-12-10,growth_rate,NA,estimate based on partial data,0.04875629961988226,0.04725921144897614,0.035091617829967676,-0.012685527442447211,0.024111428367823207,0.03958947027574418,0.05783038713780435,0.07135716826995497,0.10346518249708364,South Africa
2020-12-11,growth_rate,NA,estimate based on partial data,0.04599546552209599,0.04470024720525869,0.038179798462781654,-0.021213628394732134,0.02049374087688749,0.036013835645153064,0.05554531174345313,0.07109757567179287,0.10430156126427742,South Africa
2020-12-12,growth_rate,NA,estimate based on partial data,0.0437224242860732,0.04226349769897173,0.04163345428316358,-0.02962854249044975,0.015991491230363808,0.03268237897353856,0.05457186975668264,0.07074178329244951,0.10713103991363665,South Africa
2020-12-13,growth_rate,NA,estimate based on partial data,0.04127734608019251,0.0399733854195422,0.04540518740914782,-0.038523668350675784,0.011409851003330251,0.02957919573535009,0.05342673309498451,0.07111428813075649,0.11038775016878571,South Africa
2020-12-14,growth_rate,NA,estimate based on partial data,0.03951798645570381,0.03784768434484362,0.04944800591943748,-0.0493283577231673,0.006142504134302396,0.027046399175630148,0.05229380802704035,0.0719955464113109,0.11468588446028058,South Africa
2020-12-15,growth_rate,NA,estimate based on partial data,0.03799968212359017,0.035896545847886936,0.05372366580710306,-0.05967525721780784,0.002502545264529088,0.024677387110040347,0.0515408129066385,0.07247094239103524,0.11926485638731305,South Africa
2020-12-16,growth_rate,NA,estimate based on partial data,0.036605335072658285,0.03412244088532384,0.05820587897515775,-0.06828701685405232,-0.00224424296557979,0.02166902409125555,0.050628047955963304,0.07430585023709524,0.12408823844842307,South Africa
2020-12-17,growth_rate,NA,estimate based on partial data,0.034328285178113926,0.03252104910050372,0.06287830987429216,-0.07747407319587848,-0.007299599677458524,0.01918926835646566,0.05097454148162564,0.07514203340358994,0.13056786456010194,South Africa
2020-12-18,growth_rate,NA,estimate based on partial data,0.03267058097150066,0.031082932435292924,0.06772968488709143,-0.0859403079818547,-0.013460247011557902,0.016920673665936373,0.049778976113762134,0.07764615984296919,0.1374530745786821,South Africa
2020-12-19,growth_rate,NA,estimate based on partial data,0.03127318505722032,0.02979567734240409,0.07274908758880588,-0.09562198524852983,-0.016329376130873152,0.013409998771502885,0.048453677194570735,0.07968476376183875,0.14513660875967233,South Africa
2020-12-20,growth_rate,NA,estimate based on partial data,0.029728551571317485,0.028646124475632757,0.07792347893525063,-0.10620923219696458,-0.02075526805405281,0.01143129758572723,0.04853493217970434,0.08145117647688194,0.1523689747788546,South Africa
2020-12-21,growth_rate,NA,estimate based on partial data,0.02807273711269742,0.027622339031265077,0.0832375404709387,-0.11535286533749152,-0.025426850817858337,0.009305944109718748,0.04772783368394436,0.08345619961774808,0.161372785382418,South Africa
2020-12-22,growth_rate,NA,estimate based on partial data,0.026257783490720943,0.02671507363425384,0.08867438778521647,-0.125723775577172,-0.028934411172117702,0.006089690040633934,0.04730377894745813,0.08652037460538464,0.17000334314710785,South Africa
2020-12-23,growth_rate,NA,estimate based on partial data,0.02524111441555288,0.025918581883718834,0.09421543912044529,-0.13359459225053735,-0.03330394915652368,0.0036557779701638544,0.04758488409077798,0.08850524110284552,0.18250938372549258,South Africa
2020-12-24,growth_rate,NA,estimate based on partial data,0.02385722154872072,0.025230717075500817,0.09983875345146574,-0.1430029710649731,-0.0391268522658097,0.0016440604851760917,0.047349007796333664,0.09171103990621665,0.1901161297299797,South Africa
2020-12-25,growth_rate,NA,estimate based on partial data,0.02174795660848572,0.024652304266655843,0.10551667570086608,-0.1509810412991421,-0.04400303463405386,-0.001310323700535498,0.04775948325258419,0.0929243810373368,0.20018427117838883,South Africa
2020-12-26,growth_rate,NA,estimate based on partial data,0.02087680926036306,0.024185843621630013,0.11121458812488337,-0.1604182232448993,-0.04823420074529805,-0.005134223240212775,0.047957490170166206,0.09623985752387809,0.20933974000140818,South Africa
2020-12-27,growth_rate,NA,estimate based on partial data,0.020012904998480963,0.023833720207179283,0.11689231379504728,-0.16659518840038615,-0.05126741192643047,-0.007817327877442883,0.048417518153112654,0.09815823670885893,0.217727825026933,South Africa
2020-12-28,growth_rate,NA,estimate based on partial data,0.020078671964737005,0.02359624714027715,0.12250840087094429,-0.17625241315639723,-0.05553122274921751,-0.009820692373117262,0.04874131501937473,0.10274596524041613,0.22806284434696342,South Africa
2020-12-29,growth_rate,NA,estimate based on partial data,0.02073359503202532,0.023469990545118176,0.128025954685474,-0.18859811548756195,-0.05934004209390831,-0.011013369490809841,0.04873114729763227,0.10649780804872844,0.24013559673895607,South Africa
2020-12-30,growth_rate,NA,estimate based on partial data,0.019811728706335074,0.02344683241010111,0.13341780499404968,-0.196642971602968,-0.06511607628403815,-0.01130932599896148,0.050522175057647445,0.11019012585022026,0.24702073766158436,South Africa
2020-12-31,growth_rate,NA,estimate based on partial data,0.01926889574265278,0.02351407573820581,0.13866907132008754,-0.20118012063653146,-0.06953413585271173,-0.012527170151530594,0.05097999490222696,0.1137990538271696,0.2562272111648324,South Africa
2021-01-01,growth_rate,NA,forecast,0.02099430364432653,0.026439105934006894,0.11684388221035781,-0.15979952509272038,-0.05016572615869297,-0.007200414658844422,0.04780490330791611,0.09957338003550653,0.22640029601466852,South Africa
2021-01-02,growth_rate,NA,forecast,0.021329021535126724,0.026138994591123767,0.12196584092066105,-0.16878491139249777,-0.05354433244920953,-0.009112100590557753,0.048046837692414704,0.10498255398332068,0.23639518479121457,South Africa
