date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,Country
2020-01-29,R,NA,estimate,0.9715900590967994,0.9900934885282064,0.18426213361288252,0.7251440874546335,0.8620738278635796,0.930341119137119,1.0149903102135704,1.0987776664562627,1.312958245725323,Poland
2020-01-30,R,NA,estimate,0.9900654663732386,1.011918934276801,0.19152109106030152,0.7360169679380699,0.8780196885829223,0.9473922282357307,1.0379423358772009,1.128249592062379,1.3603152706008597,Poland
2020-01-31,R,NA,estimate,1.009181824592614,1.0313985897106677,0.19823734819325015,0.7468952802949606,0.8888381661725937,0.9615898771275497,1.0575221140413475,1.1477874466192388,1.398860975174247,Poland
2020-02-01,R,NA,estimate,1.025160161533605,1.0481305189714323,0.20423920302675924,0.7594640212351995,0.9001322362017826,0.9757597655606902,1.072721300193631,1.1675391000914284,1.423026636744011,Poland
2020-02-02,R,NA,estimate,1.0347140882634678,1.0618252013878313,0.20939319749526106,0.7654388868123192,0.9110435996379421,0.9859833999767005,1.0869687282781997,1.1820239306295215,1.442711129999924,Poland
2020-02-03,R,NA,estimate,1.045512073486249,1.0723084693336524,0.21361990654043742,0.7703806022099015,0.9227615667869515,0.995406451423841,1.0942814558346272,1.1959732021125098,1.4673608859435878,Poland
2020-02-04,R,NA,estimate,1.0510726155279004,1.0795144149834561,0.2169199427590431,0.7730813490875847,0.9276445807157498,0.9991752060518313,1.1093330699950297,1.2015590545473032,1.4800592913282713,Poland
2020-02-05,R,NA,estimate,1.0553687772506521,1.0834694897077626,0.2193880033413244,0.7723978548821725,0.9272556751799126,1.0022316419499022,1.1153434654144507,1.2077657497619065,1.4893818143363702,Poland
2020-02-06,R,NA,estimate,1.0580679589244348,1.0842696866071775,0.2211928585652906,0.7710985771964249,0.92652173944644,1.00239413064655,1.1189596929240984,1.211344736013288,1.479199017799533,Poland
2020-02-07,R,NA,estimate,1.057659725657726,1.0820543506414895,0.22251908949255686,0.7735610408235611,0.9193548225084518,1.000856577860435,1.1140447849662667,1.2077915142584708,1.4854060859632743,Poland
2020-02-08,R,NA,estimate,1.0494183237883519,1.0769823395294988,0.22348336098824656,0.761960321464273,0.9141759446012128,0.9980359257892638,1.1079794821743083,1.2034906310339388,1.4861386510049979,Poland
2020-02-09,R,NA,estimate,1.0398798240200966,1.069217391862901,0.2240495496256277,0.7593046273168073,0.9091157799118168,0.9890456236501579,1.095369481805642,1.1915314879184662,1.4894530585129124,Poland
2020-02-10,R,NA,estimate,1.0267053058093034,1.0589281208936379,0.22398549342046337,0.75633200561728,0.9016933601560673,0.9773493538771728,1.08313389084429,1.1769792697991606,1.4755124472754595,Poland
2020-02-11,R,NA,estimate,1.0143151409488567,1.0463035211904081,0.2229115916204405,0.7490954459179079,0.8929065055332531,0.9656867350596079,1.0699238110412506,1.1624505257993967,1.4556264649251178,Poland
2020-02-12,R,NA,estimate,1.0012607525899546,1.031578494989005,0.22044895853186686,0.7395983776048702,0.8777274050274001,0.9540308567283788,1.0497083634269178,1.1531934124364807,1.4342293943668558,Poland
2020-02-13,R,NA,estimate,0.984042394234986,1.0150589154245824,0.21639925498609341,0.7356079011310184,0.8634407399129748,0.938178453314213,1.031695647546015,1.132460470406559,1.4189559270638388,Poland
2020-02-14,R,NA,estimate,0.9679494251112228,0.9971355776075987,0.21085832800902904,0.7148959933697396,0.8515645957853577,0.9187741808122819,1.0176824214300138,1.108938295822933,1.3861569954323065,Poland
2020-02-15,R,NA,estimate,0.9531701434210593,0.9782814087126932,0.20421807811340725,0.6988464824015821,0.8356924827984606,0.9040259486331512,1.002006243798348,1.0916920900449214,1.3529057072604327,Poland
2020-02-16,R,NA,estimate,0.9351585503603935,0.9590329572274389,0.19708444585924484,0.6747579139194098,0.8197838796391248,0.8909791924048506,0.9817884130897714,1.0729867280718235,1.3002471149360433,Poland
2020-02-17,R,NA,estimate,0.9185957918793329,0.9399614246515484,0.19015825254657467,0.6536416253763735,0.8059967931364047,0.8775325936372311,0.9666085834035636,1.0601170289390547,1.2675358139297308,Poland
2020-02-18,R,NA,estimate,0.9064040864718956,0.921639558445791,0.18409749857840993,0.6423189033117548,0.7923287945419785,0.8647647511665795,0.9516045472410806,1.039460619953287,1.238405893760128,Poland
2020-02-19,R,NA,estimate,0.8937126195518961,0.9046104727217267,0.17937179116103658,0.6277234076665468,0.7774705405696363,0.851642969618448,0.9376520219497834,1.0222423945890384,1.221021786403166,Poland
2020-02-20,R,NA,estimate,0.8798145623220781,0.8893640714067993,0.17615381770633962,0.6172688872184899,0.7632929495804395,0.8368829492542909,0.9241576525521898,1.003685403162192,1.1904447707380876,Poland
2020-02-21,R,NA,estimate,0.8657865416443394,0.8763254762412609,0.17430984817435388,0.6095250637151945,0.7527679519523338,0.824389171651092,0.913777050553263,0.989608521142145,1.1705730190895387,Poland
2020-02-22,R,NA,estimate,0.854887786531694,0.8658570443372305,0.17350048667203474,0.598076518643279,0.7441183669469288,0.8143178419058672,0.9023714088928114,0.9775779570780981,1.1609316991328504,Poland
2020-02-23,R,NA,estimate,0.8456115519560772,0.8582722552930115,0.17333065655047875,0.5935894078041559,0.7368194454805366,0.8050388471583363,0.8929913837714478,0.9700491905023074,1.153080517428391,Poland
2020-02-24,R,NA,estimate,0.8410984462827935,0.8538576621070735,0.17347655945025836,0.5889408205734686,0.7328188442917736,0.800367283973414,0.888428290347537,0.9660233915247007,1.159653536828176,Poland
2020-02-25,R,NA,estimate,0.8438272428640063,0.8528985297012834,0.17376663098748363,0.5851495371042948,0.7300628397364467,0.7985267575193944,0.8869671872153986,0.968283178234113,1.1528710172478907,Poland
